loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies
15000,15000,14750, 36 months,7.49%,466.53,A,A4,4 years,RENT,50000,Source Verified,Jul-11,Fully Paid,debt_consolidation,021xx,MA,13.54,0,Jun-04,0,NA,4,0,25,0.20%,11,0
24000,24000,21710.95346, 60 months,16.49%,589.91,D,D3,1 year,RENT,84000,Source Verified,Jul-11,Current,debt_consolidation,282xx,NC,15.04,0,Nov-04,0,NA,4,0,13735,89.80%,7,0
9000,9000,8750, 36 months,10.99%,294.61,B,B3,4 years,RENT,44000,Source Verified,Jul-11,Fully Paid,debt_consolidation,104xx,NY,14.13,0,Mar-06,0,NA,11,0,3930,29.80%,13,0
12000,12000,11291.73742, 60 months,13.49%,276.06,C,C2,7 years,RENT,60500,Not Verified,Jul-11,Current,debt_consolidation,112xx,NY,5.55,0,Aug-99,0,36,11,0,9168,46.10%,19,0
8000,8000,8000, 36 months,6.99%,246.99,A,A3,4 years,MORTGAGE,52000,Not Verified,Jul-11,Fully Paid,home_improvement,750xx,TX,10.68,0,Oct-99,1,44,16,0,4811,13.70%,38,0
15600,15600,11100, 60 months,15.62%,376.22,D,D1,10+ years,MORTGAGE,150000,Source Verified,Jul-11,Fully Paid,house,633xx,MO,4.45,0,Mar-79,4,80,14,0,1782,5.90%,21,0
16000,16000,15750, 36 months,13.49%,542.89,C,C2,5 years,MORTGAGE,75000,Not Verified,Jul-11,Fully Paid,debt_consolidation,801xx,CO,19.23,0,Apr-03,0,NA,10,0,6909,48%,27,0
20000,20000,20000, 36 months,11.49%,659.43,B,B4,2 years,MORTGAGE,183000,Source Verified,Jul-11,Fully Paid,debt_consolidation,027xx,MA,12.73,0,Feb-89,1,NA,18,0,43907,44.10%,53,0
12000,12000,12000, 36 months,15.62%,419.64,D,D1,10+ years,MORTGAGE,65000,Source Verified,Jul-11,Fully Paid,debt_consolidation,452xx,OH,15.8,1,Mar-95,1,8,11,0,11281,46.80%,31,0
4200,4200,4200, 36 months,10.59%,136.69,B,B2,10+ years,MORTGAGE,51600,Not Verified,Jul-11,Fully Paid,vacation,200xx,DC,0.42,0,Apr-86,2,NA,8,0,113,0.30%,22,0
14000,14000,13475, 36 months,8.49%,441.89,A,A5,3 years,MORTGAGE,83000,Verified,Jul-11,Charged Off,debt_consolidation,024xx,MA,12.82,0,Jun-00,0,NA,5,0,5272,60.60%,14,0
26000,26000,23525.55615, 60 months,20.62%,697.85,F,F2,10+ years,MORTGAGE,64800,Verified,Jul-11,Current,debt_consolidation,840xx,UT,22.91,1,Aug-93,2,5,12,0,14682,67.30%,27,0
4000,4000,4000, 36 months,12.99%,134.76,C,C1,n/a,MORTGAGE,21600,Not Verified,Jul-11,Fully Paid,debt_consolidation,705xx,LA,20.56,0,Sep-91,1,31,22,0,4842,21.80%,61,0
5800,5800,5800, 36 months,7.49%,180.39,A,A4,1 year,RENT,32000,Not Verified,Jul-11,Fully Paid,medical,936xx,CA,15.86,0,Dec-06,0,NA,7,0,2258,52.50%,9,0
4000,4000,4000, 36 months,5.99%,121.67,A,A2,6 years,MORTGAGE,41664,Not Verified,Jul-11,Fully Paid,car,640xx,MO,15.29,0,Nov-90,1,NA,9,0,225,0.70%,26,0
12000,12000,12000, 36 months,7.49%,373.22,A,A4,10+ years,OWN,98000,Source Verified,Jul-11,Fully Paid,home_improvement,189xx,PA,6.65,0,Apr-94,2,NA,18,0,79390,10.20%,46,0
18000,18000,17750, 36 months,9.99%,580.73,B,B1,4 years,MORTGAGE,140000,Verified,Jul-11,Fully Paid,debt_consolidation,814xx,CO,4.7,0,Nov-99,0,NA,3,0,0,0%,9,0
3600,3600,3600, 36 months,15.62%,125.9,D,D1,10+ years,RENT,80000,Not Verified,Jul-11,Charged Off,other,915xx,CA,9.66,0,Dec-98,0,NA,13,0,4001,19.40%,25,0
10000,10000,9500, 36 months,10.59%,325.45,B,B2,10+ years,MORTGAGE,1e+05,Source Verified,Jul-11,Fully Paid,major_purchase,402xx,KY,17.08,0,Apr-00,0,NA,9,0,92399,69.80%,24,0
24000,24000,23750, 36 months,7.49%,746.44,A,A4,6 years,MORTGAGE,190000,Verified,Jul-11,Fully Paid,debt_consolidation,330xx,FL,11.46,0,May-88,0,NA,17,0,47590,44.40%,40,0
9200,9200,9200, 36 months,7.49%,286.14,A,A4,3 years,RENT,40000,Source Verified,Jul-11,Fully Paid,debt_consolidation,030xx,NH,8.49,0,Jan-00,1,NA,5,0,5950,20.80%,13,0
25000,25000,22573.83075, 60 months,12.99%,568.7,C,C1,10+ years,RENT,105000,Verified,Jul-11,Charged Off,debt_consolidation,236xx,VA,14.86,0,May-88,0,NA,13,0,97102,62.70%,42,0
24250,24250,22224.95903, 60 months,12.99%,551.64,C,C1,10+ years,MORTGAGE,180000,Verified,Jul-11,Current,debt_consolidation,852xx,AZ,9.43,0,Dec-98,0,NA,6,0,39818,83%,22,0
9000,9000,9000, 60 months,20.99%,243.43,F,F3,10+ years,RENT,81000,Source Verified,Jul-11,Current,debt_consolidation,117xx,NY,13.3,0,Jan-03,1,NA,12,0,9519,90.20%,17,0
3600,3600,3350, 36 months,10.99%,117.85,B,B3,10+ years,RENT,94438,Source Verified,Jul-11,Charged Off,debt_consolidation,070xx,NJ,13,0,Oct-96,0,NA,6,0,2832,34.50%,23,0
18000,18000,18000, 36 months,10.99%,589.22,B,B3,4 years,OWN,65280,Verified,Jul-11,Fully Paid,debt_consolidation,443xx,OH,16.76,0,Aug-96,1,NA,14,0,13505,35.90%,41,0
10500,10500,10250, 36 months,6.99%,324.17,A,A3,10+ years,MORTGAGE,70000,Verified,Jul-11,Fully Paid,debt_consolidation,770xx,TX,14.14,0,May-99,0,NA,10,0,11116,18.70%,28,0
10000,10000,10000, 36 months,7.49%,311.02,A,A4,10+ years,MORTGAGE,48000,Not Verified,Jul-11,Fully Paid,other,925xx,CA,4.65,0,May-96,0,NA,7,1,4676,44.60%,17,1
1625,1625,1625, 36 months,16.89%,57.85,D,D4,3 years,MORTGAGE,21120,Verified,Jul-11,Charged Off,debt_consolidation,284xx,NC,23.58,0,Dec-82,0,52,3,0,0,0%,15,0
4800,4800,4800, 36 months,13.49%,162.87,C,C2,2 years,RENT,70000,Not Verified,Jul-11,Fully Paid,debt_consolidation,347xx,FL,6.38,3,Oct-04,0,16,8,0,2386,59.60%,14,0
22000,22000,7900, 60 months,13.49%,506.11,C,C2,10+ years,RENT,50000,Not Verified,Jul-11,Charged Off,debt_consolidation,209xx,MD,18.14,0,Jan-86,0,NA,11,0,25464,80.30%,27,0
32500,32500,29684.84285, 60 months,20.62%,872.31,F,F2,5 years,MORTGAGE,107250,Verified,Jul-11,Fully Paid,debt_consolidation,430xx,OH,14.48,0,Aug-94,2,56,12,0,31292,80.50%,36,0
8000,8000,8000, 36 months,6.99%,246.99,A,A3,7 years,OWN,54800,Not Verified,Jul-11,Fully Paid,vacation,112xx,NY,0.33,0,Oct-01,0,28,7,0,699,3%,15,0
15000,15000,15000, 36 months,7.49%,466.53,A,A4,10+ years,MORTGAGE,105804,Source Verified,Jul-11,Fully Paid,other,770xx,TX,2.65,0,Mar-06,0,NA,5,0,1928,24.70%,14,0
16400,16400,16375, 36 months,10.99%,536.84,B,B3,3 years,RENT,61000,Source Verified,Jul-11,Fully Paid,vacation,752xx,TX,0.98,0,Oct-06,5,NA,8,0,1939,6.20%,9,0
5000,5000,5000, 36 months,5.42%,150.8,A,A1,10+ years,RENT,50000,Not Verified,Jul-11,Fully Paid,debt_consolidation,038xx,NH,9.91,0,Dec-91,0,NA,6,0,1359,4.80%,18,0
4000,4000,4000, 36 months,15.23%,139.12,C,C5,10+ years,MORTGAGE,250000,Verified,Jul-11,Fully Paid,other,852xx,AZ,14.03,0,Feb-89,2,NA,16,0,34926,89.60%,23,0
10000,10000,9975, 36 months,6.99%,308.73,A,A3,10+ years,MORTGAGE,80000,Not Verified,Jul-11,Fully Paid,home_improvement,146xx,NY,11.37,0,Oct-94,2,NA,18,0,3232,4.50%,36,0
20000,20000,19638.33742, 60 months,17.99%,507.76,E,E1,10+ years,MORTGAGE,63000,Verified,Jul-11,Fully Paid,debt_consolidation,317xx,GA,12.1,0,Sep-97,3,NA,17,0,14602,66.10%,51,0
30000,30000,26939.24845, 60 months,19.69%,789.66,E,E5,10+ years,RENT,140000,Source Verified,Jul-11,Fully Paid,debt_consolidation,077xx,NJ,5.91,2,Sep-78,0,4,8,0,19445,66.10%,20,0
22750,22750,20590.33228, 60 months,12.99%,517.52,C,C1,n/a,MORTGAGE,43600,Verified,Jul-11,Charged Off,debt_consolidation,335xx,FL,21.11,0,Nov-85,2,NA,14,0,47862,32.10%,21,0
13200,13200,13200, 36 months,8.49%,416.64,A,A5,< 1 year,RENT,60000,Verified,Jul-11,Fully Paid,credit_card,212xx,MD,28.54,0,Jan-02,0,NA,9,0,0,0%,16,0
35000,35000,15065.95649, 60 months,17.99%,888.58,E,E1,5 years,MORTGAGE,195200,Verified,Jul-11,Fully Paid,debt_consolidation,023xx,MA,15.81,0,Jul-96,5,NA,11,0,24937,48.10%,19,0
3800,3800,3800, 36 months,16.89%,135.28,D,D4,9 years,RENT,68000,Not Verified,Jul-11,Fully Paid,wedding,907xx,CA,24.39,0,Jun-93,3,NA,9,0,5684,99.50%,34,0
6450,6450,6450, 36 months,5.99%,196.2,A,A2,5 years,MORTGAGE,140987,Not Verified,Jul-11,Fully Paid,home_improvement,543xx,WI,5.75,0,Dec-94,0,NA,6,0,0,0%,30,0
35000,35000,31531.75992, 60 months,19.29%,913.52,E,E4,2 years,RENT,150000,Verified,Jul-11,Fully Paid,debt_consolidation,085xx,NJ,10.7,0,Sep-92,0,NA,11,0,14811,80.90%,17,0
10000,10000,10000, 36 months,13.99%,341.73,C,C3,9 years,RENT,30000,Source Verified,Jul-11,Fully Paid,debt_consolidation,185xx,PA,21.76,1,Apr-97,3,9,8,0,9091,52.90%,14,0
6000,6000,5750, 36 months,8.49%,189.38,A,A5,10+ years,MORTGAGE,1e+05,Not Verified,Jul-11,Fully Paid,debt_consolidation,025xx,MA,8.95,0,Apr-96,0,NA,14,0,43889,62.10%,51,0
4000,4000,4000, 36 months,13.99%,136.7,C,C3,2 years,RENT,45468,Not Verified,Jul-11,Fully Paid,credit_card,926xx,CA,2.93,0,May-04,1,42,7,0,2490,47.30%,11,0
6000,6000,6000, 36 months,9.99%,193.58,B,B1,< 1 year,RENT,70000,Source Verified,Jul-11,Fully Paid,debt_consolidation,118xx,NY,4.22,0,Mar-07,0,NA,6,0,2587,19.90%,7,0
3500,3500,3500, 36 months,11.99%,116.24,B,B5,6 years,RENT,65000,Source Verified,Jul-11,Charged Off,credit_card,212xx,MD,9.14,0,Jan-04,0,31,7,0,360,9%,13,0
4600,4600,4600, 36 months,15.62%,160.87,D,D1,3 years,RENT,58800,Source Verified,Aug-11,Charged Off,debt_consolidation,750xx,TX,12.2,0,Oct-05,2,NA,8,0,14375,85.10%,12,0
6200,6200,6200, 36 months,15.99%,217.95,D,D2,10+ years,MORTGAGE,75000,Not Verified,Jul-11,Charged Off,credit_card,024xx,MA,6.98,0,Mar-97,0,64,10,0,14778,80.30%,45,0
5500,5500,5500, 36 months,16.89%,195.79,D,D4,3 years,RENT,34000,Source Verified,Jul-11,Fully Paid,credit_card,989xx,WA,12.67,1,Apr-04,0,11,6,0,721,90.10%,14,0
21000,21000,20725, 36 months,7.49%,653.14,A,A4,9 years,MORTGAGE,85000,Source Verified,Jul-11,Fully Paid,home_improvement,731xx,OK,12.07,0,Sep-98,0,78,7,0,11730,29.70%,16,0
8000,8000,8000, 36 months,5.99%,243.34,A,A2,2 years,RENT,75638,Not Verified,Jul-11,Fully Paid,other,346xx,FL,11.25,0,Jun-97,0,NA,7,0,0,0%,11,0
16000,16000,16000, 36 months,11.99%,531.36,B,B5,10+ years,MORTGAGE,80000,Verified,Jul-11,Fully Paid,debt_consolidation,600xx,IL,8.1,0,Jul-99,3,NA,5,0,29094,85.30%,22,0
9500,9500,9250, 36 months,10.99%,310.98,B,B3,4 years,RENT,37157,Not Verified,Jul-11,Fully Paid,credit_card,972xx,OR,8.2,0,Oct-00,0,NA,2,0,6412,82.20%,13,0
2000,2000,2000, 36 months,16.89%,71.2,D,D4,10+ years,RENT,40800,Not Verified,Jul-11,Fully Paid,other,721xx,AR,11.91,1,Jan-95,3,9,3,0,747,24.90%,7,0
3500,3500,3500, 60 months,11.49%,76.96,B,B4,10+ years,RENT,38004,Not Verified,Jul-11,Current,other,611xx,IL,23.59,0,Feb-83,1,NA,7,0,16618,74.90%,21,0
19000,19000,17928.49771, 60 months,10.99%,413.02,B,B3,n/a,OWN,45000,Source Verified,Jul-11,Fully Paid,home_improvement,923xx,CA,4.72,0,Oct-72,0,NA,5,0,166,10.40%,12,0
11000,11000,10750, 36 months,6.99%,339.6,A,A3,10+ years,RENT,82863,Not Verified,Jul-11,Fully Paid,debt_consolidation,922xx,CA,4.68,0,Dec-01,0,NA,7,0,12384,54.70%,33,0
13000,13000,13000, 36 months,10.59%,423.09,B,B2,4 years,MORTGAGE,52656,Not Verified,Jul-11,Fully Paid,credit_card,627xx,IL,12.92,0,Jan-00,1,NA,10,0,10357,33.80%,49,0
5000,5000,5000, 36 months,15.99%,175.77,D,D2,7 years,RENT,69900,Source Verified,Jul-11,Charged Off,debt_consolidation,112xx,NY,19.7,0,Oct-98,3,NA,12,0,12775,56.30%,15,0
12000,12000,12000, 60 months,16.89%,297.53,D,D4,6 years,MORTGAGE,38400,Verified,Jul-11,Current,debt_consolidation,620xx,IL,13.81,0,Jun-01,3,NA,10,0,4922,25.90%,18,0
12000,12000,11818.42037, 60 months,19.69%,315.87,E,E5,1 year,OWN,180000,Verified,Jul-11,Fully Paid,debt_consolidation,068xx,CT,11.83,3,Jun-93,2,18,7,0,55061,82.70%,32,0
9000,9000,9000, 36 months,12.99%,303.21,C,C1,1 year,RENT,51000,Not Verified,Jul-11,Fully Paid,credit_card,970xx,OR,20.75,0,Oct-05,2,NA,13,0,14145,42.10%,16,0
6500,6500,6250, 36 months,8.49%,205.16,A,A5,10+ years,RENT,95000,Source Verified,Jul-11,Fully Paid,debt_consolidation,800xx,CO,18.89,0,Jul-86,0,NA,5,0,25708,82.90%,6,0
4500,4500,4500, 36 months,11.49%,148.38,B,B4,4 years,MORTGAGE,147884.76,Not Verified,Jul-11,Fully Paid,debt_consolidation,342xx,FL,7.13,0,May-00,1,NA,11,0,11964,86.60%,21,0
12000,12000,12000, 36 months,10.99%,392.81,B,B3,6 years,MORTGAGE,90000,Not Verified,Jul-11,Fully Paid,major_purchase,786xx,TX,23.52,0,Apr-83,1,NA,20,0,32846,63.70%,31,0
10000,10000,9500, 36 months,8.49%,315.63,A,A5,10+ years,RENT,2e+05,Verified,Jul-11,Fully Paid,credit_card,100xx,NY,12.86,0,Dec-87,0,NA,12,0,56557,76.10%,22,0
16000,16000,16000, 60 months,14.79%,378.88,C,C4,9 years,RENT,55000,Not Verified,Jul-11,Fully Paid,debt_consolidation,113xx,NY,18.04,0,Aug-96,1,NA,8,0,16044,80.20%,18,0
15000,15000,14975, 36 months,5.99%,456.27,A,A2,10+ years,MORTGAGE,95200,Not Verified,Jul-11,Fully Paid,other,104xx,NY,1.55,0,Nov-80,0,NA,7,0,13008,16.10%,16,0
20000,20000,19414.67135, 60 months,22.48%,557.86,G,G2,3 years,OWN,56000,Verified,Jul-11,Fully Paid,other,989xx,WA,8.38,3,Nov-04,0,2,13,0,390,4.10%,19,0
24925,24925,23330.2343, 60 months,19.29%,650.56,E,E4,7 years,OWN,54000,Verified,Jul-11,Fully Paid,small_business,973xx,OR,22.96,0,Jan-95,2,59,6,0,656,9.20%,23,0
12000,12000,12000, 60 months,15.23%,286.93,C,C5,< 1 year,RENT,45000,Not Verified,Jul-11,Fully Paid,debt_consolidation,455xx,OH,23.23,0,Nov-99,1,NA,7,0,7332,79.70%,13,0
2100,2100,2100, 36 months,7.49%,65.32,A,A4,10+ years,RENT,80000,Not Verified,Jul-11,Fully Paid,debt_consolidation,926xx,CA,13.41,0,Jan-97,0,NA,6,0,5927,78%,20,0
33600,33600,33550, 60 months,21.36%,915.82,F,F4,10+ years,MORTGAGE,104400,Verified,Jul-11,Fully Paid,debt_consolidation,363xx,AL,17.94,1,Mar-94,2,20,13,0,16585,88.10%,34,0
11000,11000,11000, 36 months,5.99%,334.6,A,A2,8 years,MORTGAGE,96000,Verified,Jul-11,Fully Paid,car,907xx,CA,1.48,0,Oct-98,1,NA,10,0,4929,6.80%,26,0
12000,12000,12000, 60 months,19.29%,313.21,E,E4,< 1 year,MORTGAGE,49646,Source Verified,Jul-11,Current,debt_consolidation,494xx,MI,6.16,0,Oct-04,2,NA,16,0,6796,81.90%,24,0
7500,7500,7500, 36 months,18.39%,272.62,E,E2,3 years,MORTGAGE,160000,Source Verified,Jul-11,Charged Off,other,750xx,TX,14.02,0,Aug-97,0,29,19,0,14105,95.10%,51,0
25000,25000,17624.99375, 60 months,20.62%,671.01,F,F2,6 years,MORTGAGE,54704,Verified,Jul-11,Charged Off,small_business,347xx,FL,17.77,0,Dec-00,3,73,16,0,3425,18.40%,31,0
2875,2875,2875, 36 months,15.23%,99.99,C,C5,2 years,RENT,28000,Verified,Jul-11,Fully Paid,car,981xx,WA,24.9,0,Jan-02,2,44,12,0,23312,57.30%,21,0
7200,7200,7175, 36 months,18.79%,263.16,E,E3,3 years,RENT,40000,Not Verified,Jul-11,Fully Paid,debt_consolidation,982xx,WA,24.27,1,Dec-00,0,18,7,0,14249,98.30%,17,0
15000,15000,15000, 36 months,8.49%,473.45,A,A5,7 years,RENT,95600,Verified,Jul-11,Charged Off,credit_card,913xx,CA,15.21,0,Aug-99,0,NA,12,0,9723,40.70%,25,0
5000,5000,4750, 36 months,7.49%,155.51,A,A4,10+ years,MORTGAGE,225000,Verified,Jul-11,Fully Paid,home_improvement,201xx,VA,16.45,0,Aug-97,0,NA,10,0,129071,90.90%,26,0
1275,1275,1275, 36 months,15.23%,44.35,C,C5,2 years,OWN,20400,Verified,Jul-11,Fully Paid,debt_consolidation,953xx,CA,24.59,0,May-98,2,NA,7,0,6032,57.40%,7,0
6250,6250,6250, 36 months,6.99%,192.96,A,A3,3 years,RENT,54000,Verified,Jul-11,Fully Paid,wedding,330xx,FL,1.44,0,Apr-00,0,27,10,0,1575,13.80%,20,0
7500,7500,7500, 36 months,10.99%,245.51,B,B3,10+ years,MORTGAGE,120000,Not Verified,Jul-11,Fully Paid,other,088xx,NJ,8.52,0,May-87,0,NA,10,0,15707,95.80%,34,0
11625,11625,11625, 60 months,19.29%,303.42,E,E4,1 year,MORTGAGE,40000,Verified,Jul-11,Charged Off,small_business,857xx,AZ,24.81,2,Aug-97,0,5,4,0,0,0%,17,0
2400,2400,2400, 36 months,10.59%,78.11,B,B2,1 year,RENT,27259.44,Not Verified,Jul-11,Fully Paid,debt_consolidation,917xx,CA,8.76,1,Aug-04,0,10,6,0,1346,51.80%,10,0
11000,11000,10700, 36 months,10.99%,360.08,B,B3,10+ years,MORTGAGE,92000,Verified,Jul-11,Fully Paid,debt_consolidation,913xx,CA,12.95,1,Apr-86,0,21,8,0,11628,84.20%,26,0
17500,17500,17200, 36 months,8.49%,552.36,A,A5,3 years,MORTGAGE,152000,Verified,Jul-11,Fully Paid,debt_consolidation,273xx,NC,6.51,0,Dec-89,0,44,18,0,16749,32.40%,45,0
9000,9000,8750, 36 months,10.59%,292.91,B,B2,6 years,MORTGAGE,64973,Source Verified,Jul-11,Fully Paid,credit_card,928xx,CA,10.64,0,Dec-97,0,51,11,0,12198,48.60%,18,0
1600,1600,1600, 36 months,5.42%,48.26,A,A1,2 years,OWN,62500,Verified,Jul-11,Fully Paid,other,664xx,KS,13.54,0,Aug-00,0,NA,7,0,814,7.40%,23,0
2400,2400,2400, 36 months,17.49%,86.16,D,D5,2 years,RENT,13440,Verified,Jul-11,Charged Off,other,296xx,SC,8.21,0,Sep-07,0,NA,4,0,1069,97.20%,4,0
3000,3000,3000, 36 months,7.49%,93.31,A,A4,1 year,RENT,43200,Not Verified,Jul-11,Fully Paid,credit_card,928xx,CA,17.39,0,Aug-00,0,76,14,0,3318,25.90%,35,0
6000,6000,6000, 36 months,12.99%,202.14,C,C1,3 years,MORTGAGE,37000,Source Verified,Jul-11,Fully Paid,debt_consolidation,618xx,IL,7.33,0,Jun-04,2,NA,8,0,4490,34.50%,10,0
16000,16000,15750, 36 months,10.59%,520.72,B,B2,10+ years,MORTGAGE,61000,Verified,Jul-11,Charged Off,debt_consolidation,282xx,NC,10.92,0,Jan-02,0,NA,9,0,17898,44.10%,17,0
4000,4000,4000, 36 months,10.99%,130.94,B,B3,< 1 year,RENT,130000,Verified,Jul-11,Fully Paid,moving,100xx,NY,2.46,0,Nov-02,0,43,5,0,4219,64.90%,10,0
18000,18000,18000, 36 months,10.99%,589.22,B,B3,< 1 year,MORTGAGE,2e+05,Verified,Aug-11,Fully Paid,debt_consolidation,207xx,MD,24.56,0,Jul-90,1,NA,13,0,23500,34.10%,37,0
8000,8000,7750, 36 months,10.99%,261.88,B,B3,10+ years,MORTGAGE,64000,Not Verified,Jul-11,Fully Paid,credit_card,333xx,FL,15.13,0,Aug-01,0,28,17,0,4969,28.60%,29,0
15000,15000,14725, 60 months,16.89%,371.91,D,D4,3 years,MORTGAGE,56000,Verified,Jul-11,Fully Paid,debt_consolidation,453xx,OH,24.43,1,Jun-00,0,12,11,0,15564,36.30%,28,0
12000,12000,11975, 60 months,13.49%,276.06,C,C2,10+ years,RENT,54257,Verified,Jul-11,Current,moving,080xx,NJ,17.43,1,Aug-99,2,18,6,0,2364,45.50%,20,0
15000,15000,14750, 36 months,11.49%,494.57,B,B4,10+ years,OWN,45000,Not Verified,Jul-11,Fully Paid,debt_consolidation,780xx,TX,20.74,0,Nov-94,0,43,7,0,11853,54.60%,18,0
35000,35000,34975, 36 months,8.49%,1104.71,A,A5,n/a,MORTGAGE,93600,Source Verified,Jul-11,Fully Paid,major_purchase,992xx,WA,1.53,0,Apr-89,0,NA,5,0,3962,9.60%,17,0
20000,20000,20000, 36 months,11.49%,659.43,B,B4,4 years,MORTGAGE,226000,Source Verified,Jul-11,Fully Paid,small_business,711xx,LA,6.73,1,May-95,3,11,8,0,32891,77.80%,25,0
7000,7000,6950, 36 months,9.99%,225.84,B,B1,3 years,RENT,36000,Not Verified,Jul-11,Fully Paid,other,925xx,CA,21.67,0,Feb-04,2,NA,8,0,7487,51.60%,11,0
10000,10000,10000, 36 months,6.99%,308.73,A,A3,3 years,RENT,58000,Verified,Jul-11,Fully Paid,car,341xx,FL,13.55,0,Oct-99,1,NA,6,0,0,0%,17,0
14000,14000,14000, 36 months,12.99%,471.65,C,C1,1 year,RENT,66000,Not Verified,Jul-11,Fully Paid,debt_consolidation,953xx,CA,3.02,0,Sep-04,0,35,13,0,4658,44.80%,20,0
2500,2500,2500, 36 months,13.49%,84.83,C,C2,5 years,MORTGAGE,43000,Not Verified,Jul-11,Fully Paid,home_improvement,726xx,AR,24.31,0,Jul-00,2,59,7,0,16210,90.60%,26,0
11200,11200,10950, 36 months,10.59%,364.51,B,B2,3 years,RENT,62200,Not Verified,Jul-11,Fully Paid,debt_consolidation,532xx,WI,8.87,0,Dec-02,0,NA,11,0,14763,57.70%,22,0
10000,10000,9750, 36 months,15.62%,349.7,D,D1,6 years,MORTGAGE,75000,Not Verified,Jul-11,Charged Off,debt_consolidation,071xx,NJ,11.14,0,Aug-03,0,NA,17,0,11260,54.90%,26,0
7500,7500,7500, 36 months,19.69%,277.55,E,E5,3 years,MORTGAGE,175000,Verified,Jul-11,Fully Paid,debt_consolidation,134xx,NY,20.96,0,Jan-91,0,NA,20,0,58128,99%,41,0
2500,2500,2500, 36 months,9.99%,80.66,B,B1,10+ years,MORTGAGE,84000,Not Verified,Jul-11,Fully Paid,home_improvement,329xx,FL,14.11,0,May-98,1,NA,11,0,11045,66.10%,30,0
4800,4800,4800, 36 months,7.49%,149.29,A,A4,6 years,RENT,30000,Source Verified,Jul-11,Fully Paid,wedding,112xx,NY,5,0,Feb-04,0,NA,7,0,3486,24.70%,10,0
10625,10625,10625, 36 months,11.99%,352.86,B,B5,2 years,MORTGAGE,32400,Verified,Jul-11,Fully Paid,small_business,802xx,CO,3.67,0,Apr-00,0,56,5,1,3939,71.60%,15,1
4200,4200,4200, 36 months,9.99%,135.51,B,B1,10+ years,OWN,50988,Not Verified,Jul-11,Fully Paid,other,446xx,OH,13.67,0,Jul-92,0,41,7,1,8223,26.30%,11,1
11875,11875,11875, 60 months,11.49%,261.11,B,B4,4 years,MORTGAGE,42000,Not Verified,Jul-11,Current,home_improvement,958xx,CA,8.83,1,May-88,0,5,7,0,11745,47.70%,21,0
5400,5400,5400, 36 months,15.99%,189.83,D,D2,3 years,RENT,18000,Verified,Jul-11,Fully Paid,car,228xx,VA,1.33,1,Dec-06,1,16,4,0,1420,9.60%,5,0
25000,25000,24450, 36 months,10.99%,818.35,B,B3,9 years,MORTGAGE,95000,Verified,Jul-11,Fully Paid,credit_card,641xx,MO,26.19,0,Apr-01,0,NA,17,0,23059,41%,41,0
18000,18000,17975, 60 months,20.99%,486.86,F,F3,4 years,RENT,80000,Verified,Jul-11,Current,wedding,112xx,NY,6,0,Apr-04,2,NA,5,0,15359,77.60%,7,0
8400,8400,8400, 36 months,9.99%,271.01,B,B1,< 1 year,MORTGAGE,37308,Source Verified,Jul-11,Fully Paid,other,956xx,CA,5.05,0,May-01,0,NA,12,1,5211,46.50%,21,1
7400,7400,7150, 36 months,10.99%,242.24,B,B3,5 years,MORTGAGE,63000,Verified,Jul-11,Fully Paid,car,922xx,CA,23.9,2,Sep-98,0,21,6,0,2396,43.60%,28,0
3200,3200,3200, 36 months,11.49%,105.51,B,B4,2 years,MORTGAGE,113000,Not Verified,Jul-11,Fully Paid,wedding,701xx,LA,19.43,1,Jun-03,1,8,10,0,1138,11.50%,25,0
10000,10000,9725, 60 months,16.49%,245.8,D,D3,10+ years,MORTGAGE,65000,Verified,Jul-11,Fully Paid,credit_card,604xx,IL,17.7,1,Aug-94,0,15,10,0,41329,74.70%,32,0
5000,5000,4750, 36 months,15.62%,174.85,D,D1,4 years,MORTGAGE,54000,Source Verified,Jul-11,Fully Paid,major_purchase,786xx,TX,6.98,1,Feb-98,0,20,11,0,6726,59%,22,0
2600,2600,2600, 36 months,7.49%,80.87,A,A4,7 years,MORTGAGE,36000,Not Verified,Jul-11,Fully Paid,home_improvement,021xx,MA,1.67,1,Oct-98,0,3,6,0,2131,14.90%,26,0
6300,6300,6300, 36 months,6.99%,194.5,A,A3,< 1 year,RENT,42504,Source Verified,Jul-11,Fully Paid,major_purchase,140xx,NY,15.08,0,Oct-04,0,NA,9,0,2660,24%,10,0
20000,20000,20000, 36 months,10.99%,654.68,B,B3,1 year,RENT,33000,Not Verified,Jul-11,Charged Off,debt_consolidation,631xx,MO,12.36,0,Feb-05,1,NA,8,0,8464,23.30%,13,0
16000,16000,15967.14146, 60 months,10.99%,347.8,B,B3,n/a,MORTGAGE,42300,Verified,Jul-11,Fully Paid,debt_consolidation,310xx,GA,14.52,0,Apr-73,0,NA,5,0,384,6.90%,19,0
12000,12000,12000, 36 months,11.99%,398.52,B,B5,2 years,OWN,96000,Not Verified,Jul-11,Fully Paid,major_purchase,336xx,FL,15.88,1,Aug-84,3,4,12,0,495,2.70%,42,0
